timestamp,week_label,action,rows
2025-05-23 05:17:05.09835,2025-19,skipped,NA
2025-05-23 05:17:10.119206,2025-20,not_found,NA
2025-05-26 05:17:33.441145,2025-19,skipped,NA
2025-05-26 05:17:38.450339,2025-20,not_found,NA
2025-05-27 05:17:25.816533,2025-19,skipped,NA
2025-05-27 05:17:30.857771,2025-20,downloaded,911
2025-05-28 05:18:48.802258,2025-19,skipped,NA
2025-05-28 05:18:53.837241,2025-20,skipped,NA
2025-05-29 05:18:43.179889,2025-19,skipped,NA
2025-05-29 05:18:48.243456,2025-20,skipped,NA
2025-05-30 05:18:16.300754,2025-20,skipped,NA
2025-05-30 05:18:21.362157,2025-21,not_found,NA
2025-06-02 05:17:47.435756,2025-20,skipped,NA
2025-06-02 05:17:52.45366,2025-21,not_found,NA
2025-06-03 05:18:31.492372,2025-20,skipped,NA
2025-06-03 05:18:36.541889,2025-21,downloaded,909
2025-06-04 05:17:17.994335,2025-20,skipped,NA
2025-06-04 05:17:23.01157,2025-21,skipped,NA
2025-06-05 05:17:33.408536,2025-20,skipped,NA
2025-06-05 05:17:38.437775,2025-21,skipped,NA
2025-06-06 05:17:08.688614,2025-21,skipped,NA
2025-06-06 05:17:13.701166,2025-22,not_found,NA
2025-06-09 05:18:15.160678,2025-21,skipped,NA
2025-06-09 05:18:20.192104,2025-22,not_found,NA
2025-06-10 05:17:06.47252,2025-21,skipped,NA
2025-06-10 05:17:11.494622,2025-22,downloaded,909
2025-06-11 05:17:54.472819,2025-21,skipped,NA
2025-06-11 05:17:59.49028,2025-22,skipped,NA
2025-06-12 05:16:47.02228,2025-21,skipped,NA
2025-06-12 05:16:52.040548,2025-22,skipped,NA
2025-06-13 05:17:03.14526,2025-22,skipped,NA
2025-06-13 05:17:08.177007,2025-23,not_found,NA
2025-06-16 05:18:58.591454,2025-22,skipped,NA
2025-06-16 05:19:03.641864,2025-23,not_found,NA
2025-06-17 05:16:40.037872,2025-22,skipped,NA
2025-06-17 05:16:45.145177,2025-23,downloaded,907
2025-06-18 05:17:30.173196,2025-22,skipped,NA
2025-06-18 05:17:35.206001,2025-23,skipped,NA
2025-06-19 05:18:02.089798,2025-22,skipped,NA
2025-06-19 05:18:07.109826,2025-23,skipped,NA
2025-06-20 05:18:06.205692,2025-23,skipped,NA
2025-06-20 05:18:11.223207,2025-24,not_found,NA
2025-06-23 05:20:40.828358,2025-23,skipped,NA
2025-06-23 05:20:45.882329,2025-24,not_found,NA
2025-06-24 05:20:06.756308,2025-23,skipped,NA
2025-06-24 05:20:11.773978,2025-24,downloaded,907
2025-06-25 05:18:32.138684,2025-23,skipped,NA
2025-06-25 05:18:37.164129,2025-24,skipped,NA
2025-06-26 05:17:54.654725,2025-23,skipped,NA
2025-06-26 05:17:59.701624,2025-24,skipped,NA
2025-06-27 05:18:26.431453,2025-24,skipped,NA
2025-06-27 05:18:31.530062,2025-25,not_found,NA
2025-06-30 05:19:46.564864,2025-24,skipped,NA
2025-06-30 05:19:51.643596,2025-25,not_found,NA
2025-07-01 05:21:30.740925,2025-24,skipped,NA
2025-07-01 05:21:35.768251,2025-25,downloaded,908
2025-07-02 05:19:44.563231,2025-24,skipped,NA
2025-07-02 05:19:49.580756,2025-25,skipped,NA
2025-07-03 05:21:04.121397,2025-24,skipped,NA
2025-07-03 05:21:09.130814,2025-25,skipped,NA
2025-07-04 05:20:05.483002,2025-25,skipped,NA
2025-07-04 05:20:10.500815,2025-26,not_found,NA
2025-07-07 05:20:01.472899,2025-25,skipped,NA
2025-07-07 05:20:06.492689,2025-26,not_found,NA
2025-07-08 05:18:28.966655,2025-25,skipped,NA
2025-07-08 05:18:33.990396,2025-26,downloaded,908
2025-07-09 05:22:29.845011,2025-25,skipped,NA
2025-07-09 05:22:34.877736,2025-26,skipped,NA
2025-07-10 05:20:28.237084,2025-25,skipped,NA
2025-07-10 05:20:33.254596,2025-26,skipped,NA
2025-07-11 05:21:09.950264,2025-26,skipped,NA
2025-07-11 05:21:14.970018,2025-27,not_found,NA
2025-07-14 05:23:58.578559,2025-26,skipped,NA
2025-07-14 05:24:03.607585,2025-27,not_found,NA
2025-07-15 05:23:08.32997,2025-26,skipped,NA
2025-07-15 05:23:13.348738,2025-27,downloaded,908
2025-07-16 05:23:22.521936,2025-26,skipped,NA
2025-07-16 05:23:27.544207,2025-27,skipped,NA
2025-07-17 05:23:09.925516,2025-26,skipped,NA
2025-07-17 05:23:14.94399,2025-27,skipped,NA
2025-07-18 05:24:36.076549,2025-27,skipped,NA
2025-07-18 05:24:41.097144,2025-28,not_found,NA
2025-07-21 05:24:53.800696,2025-27,skipped,NA
2025-07-21 05:24:58.82202,2025-28,not_found,NA
2025-07-22 05:23:57.966766,2025-27,skipped,NA
2025-07-22 05:24:02.987495,2025-28,downloaded,909
2025-07-23 05:26:02.778781,2025-27,skipped,NA
2025-07-23 05:26:07.820251,2025-28,skipped,NA
2025-07-24 05:24:52.428439,2025-27,skipped,NA
2025-07-24 05:24:57.490021,2025-28,skipped,NA
2025-07-25 05:24:49.175616,2025-28,skipped,NA
2025-07-25 05:24:54.194322,2025-29,not_found,NA
2025-07-28 05:26:08.984499,2025-28,skipped,NA
2025-07-28 05:26:14.024126,2025-29,not_found,NA
2025-07-29 05:25:53.86327,2025-28,skipped,NA
2025-07-29 05:25:58.898137,2025-29,downloaded,911
2025-07-30 05:27:59.751772,2025-28,skipped,NA
2025-07-30 05:28:04.770828,2025-29,skipped,NA
2025-07-31 05:24:57.406031,2025-28,skipped,NA
2025-07-31 05:25:02.484584,2025-29,skipped,NA
2025-08-01 05:30:01.401341,2025-29,skipped,NA
2025-08-01 05:30:06.420995,2025-30,not_found,NA
2025-08-04 05:36:05.143014,2025-29,skipped,NA
2025-08-04 05:36:10.180725,2025-30,not_found,NA
2025-08-05 05:27:52.095776,2025-29,skipped,NA
2025-08-05 05:27:57.104798,2025-30,downloaded,912
2025-08-06 05:28:08.05318,2025-29,skipped,NA
2025-08-06 05:28:13.073014,2025-30,skipped,NA
2025-08-07 05:26:46.158949,2025-29,skipped,NA
2025-08-07 05:26:51.229491,2025-30,skipped,NA
2025-08-08 05:27:01.592065,2025-30,skipped,NA
2025-08-08 05:27:06.622614,2025-31,not_found,NA
2025-08-11 05:25:41.606935,2025-30,skipped,NA
2025-08-11 05:25:46.689824,2025-31,not_found,NA
2025-08-12 05:18:28.620465,2025-30,skipped,NA
2025-08-12 05:18:33.638983,2025-31,downloaded,910
2025-08-13 05:18:51.865007,2025-30,skipped,NA
2025-08-13 05:18:56.882184,2025-31,skipped,NA
2025-08-14 05:18:22.122036,2025-30,skipped,NA
2025-08-14 05:18:27.158856,2025-31,skipped,NA
2025-08-15 05:18:32.202797,2025-31,skipped,NA
2025-08-15 05:18:37.221512,2025-32,not_found,NA
2025-08-18 05:22:37.648693,2025-31,skipped,NA
2025-08-18 05:22:42.66433,2025-32,not_found,NA
2025-08-19 05:17:20.977424,2025-31,skipped,NA
2025-08-19 05:17:25.986146,2025-32,downloaded,912
2025-08-20 05:16:54.632622,2025-31,skipped,NA
2025-08-20 05:16:59.652524,2025-32,skipped,NA
2025-08-21 05:18:29.70462,2025-31,skipped,NA
2025-08-21 05:18:34.790484,2025-32,skipped,NA
2025-08-22 05:16:51.770552,2025-32,skipped,NA
2025-08-22 05:16:56.787211,2025-33,not_found,NA
2025-08-25 05:18:08.299073,2025-32,skipped,NA
2025-08-25 05:18:13.343313,2025-33,not_found,NA
2025-08-26 05:18:48.610506,2025-32,skipped,NA
2025-08-26 05:18:53.628644,2025-33,downloaded,912
2025-08-27 05:17:42.519497,2025-32,skipped,NA
2025-08-27 05:17:47.541768,2025-33,skipped,NA
2025-08-28 05:16:28.701339,2025-32,skipped,NA
2025-08-28 05:16:33.72128,2025-33,skipped,NA
2025-08-29 05:16:50.865932,2025-33,skipped,NA
2025-08-29 05:16:55.886745,2025-34,not_found,NA
2025-09-01 05:17:58.804686,2025-33,skipped,NA
2025-09-01 05:18:03.825662,2025-34,not_found,NA
2025-09-02 05:16:42.162525,2025-33,skipped,NA
2025-09-02 05:16:47.184954,2025-34,downloaded,912
2025-09-03 05:15:20.946024,2025-33,skipped,NA
2025-09-03 05:15:26.007578,2025-34,skipped,NA
2025-09-04 05:17:29.137703,2025-33,skipped,NA
2025-09-04 05:17:34.172622,2025-34,skipped,NA
2025-09-05 05:16:17.395457,2025-34,skipped,NA
2025-09-05 05:16:22.411172,2025-35,not_found,NA
2025-09-08 05:17:36.47799,2025-34,skipped,NA
2025-09-08 05:17:41.499025,2025-35,not_found,NA
2025-09-09 05:15:57.21647,2025-34,skipped,NA
2025-09-09 05:16:02.261524,2025-35,downloaded,912
2025-09-10 05:17:11.82168,2025-34,skipped,NA
2025-09-10 05:17:16.83749,2025-35,skipped,NA
2025-09-11 05:16:07.585736,2025-34,skipped,NA
2025-09-11 05:16:12.60799,2025-35,skipped,NA
2025-09-12 05:17:04.186677,2025-35,skipped,NA
2025-09-12 05:17:09.250406,2025-36,not_found,NA
2025-09-15 05:19:11.675452,2025-35,skipped,NA
2025-09-15 05:19:16.751165,2025-36,not_found,NA
2025-09-16 05:16:15.480819,2025-35,skipped,NA
2025-09-16 05:16:20.557661,2025-36,downloaded,912
2025-09-17 05:17:55.08389,2025-35,skipped,NA
2025-09-17 05:18:00.123682,2025-36,skipped,NA
2025-09-18 05:16:10.324014,2025-35,skipped,NA
2025-09-18 05:16:15.376608,2025-36,skipped,NA
2025-09-19 05:16:43.022213,2025-36,skipped,NA
2025-09-19 05:16:48.040273,2025-37,not_found,NA
2025-09-22 05:17:10.865819,2025-36,skipped,NA
2025-09-22 05:17:15.911838,2025-37,not_found,NA
2025-09-23 05:17:30.621684,2025-36,skipped,NA
2025-09-23 05:17:35.685667,2025-37,not_found,NA
2025-09-24 05:18:19.13621,2025-36,skipped,NA
2025-09-24 05:18:24.156544,2025-37,downloaded,912
2025-09-25 05:16:47.046861,2025-36,skipped,NA
2025-09-25 05:16:52.064176,2025-37,skipped,NA
2025-09-26 05:17:45.746411,2025-37,skipped,NA
2025-09-26 05:17:50.834643,2025-38,not_found,NA
2025-09-29 05:17:26.751681,2025-37,skipped,NA
2025-09-29 05:17:31.81764,2025-38,not_found,NA
2025-09-30 05:18:10.603143,2025-37,skipped,NA
2025-09-30 05:18:15.623296,2025-38,downloaded,912
2025-10-01 05:18:21.49752,2025-37,skipped,NA
2025-10-01 05:18:26.517173,2025-38,skipped,NA
2025-10-02 05:16:12.340364,2025-37,skipped,NA
2025-10-02 05:16:17.359925,2025-38,skipped,NA
2025-10-03 05:17:37.968803,2025-38,skipped,NA
2025-10-03 05:17:42.988856,2025-39,not_found,NA
2025-10-06 05:18:28.228507,2025-38,skipped,NA
2025-10-06 05:18:33.279502,2025-39,not_found,NA
2025-10-07 05:18:36.398918,2025-38,skipped,NA
2025-10-07 05:18:41.421757,2025-39,downloaded,912
2025-10-08 05:16:28.786505,2025-38,skipped,NA
2025-10-08 05:16:33.845312,2025-39,skipped,NA
2025-10-09 05:16:33.911371,2025-38,skipped,NA
2025-10-09 05:16:38.931054,2025-39,skipped,NA
2025-10-10 05:17:19.499837,2025-39,skipped,NA
2025-10-10 05:17:24.532427,2025-40,not_found,NA
2025-10-13 05:18:37.245541,2025-39,skipped,NA
2025-10-13 05:18:42.31811,2025-40,not_found,NA
2025-10-14 05:17:55.1031,2025-39,skipped,NA
2025-10-14 05:18:00.141819,2025-40,downloaded,912
2025-10-15 05:17:55.986466,2025-39,skipped,NA
2025-10-15 05:18:01.030701,2025-40,skipped,NA
2025-10-16 05:16:37.373759,2025-39,skipped,NA
2025-10-16 05:16:42.400947,2025-40,skipped,NA
2025-10-17 05:16:20.69919,2025-40,skipped,NA
2025-10-17 05:16:25.716887,2025-41,not_found,NA
2025-10-20 05:19:04.209261,2025-40,skipped,NA
2025-10-20 05:19:09.269441,2025-41,not_found,NA
2025-10-21 05:18:47.27445,2025-40,skipped,NA
2025-10-21 05:18:52.429753,2025-41,downloaded,912
2025-10-22 05:19:07.816395,2025-40,skipped,NA
2025-10-22 05:19:12.885772,2025-41,skipped,NA
2025-10-23 05:18:28.745742,2025-40,skipped,NA
2025-10-23 05:18:33.763699,2025-41,skipped,NA
2025-10-24 05:18:01.184492,2025-41,skipped,NA
2025-10-24 05:18:06.247947,2025-42,not_found,NA
2025-10-27 05:18:51.03086,2025-41,skipped,NA
2025-10-27 05:18:56.048428,2025-42,not_found,NA
2025-10-28 05:18:00.026095,2025-41,skipped,NA
2025-10-28 05:18:05.055412,2025-42,downloaded,912
2025-10-29 05:17:35.612818,2025-41,skipped,NA
2025-10-29 05:17:40.688772,2025-42,skipped,NA
2025-10-30 05:18:32.475712,2025-41,skipped,NA
2025-10-30 05:18:37.667545,2025-42,skipped,NA
2025-10-31 05:20:34.44689,2025-42,skipped,NA
2025-10-31 05:20:39.498788,2025-43,not_found,NA
2025-11-03 05:18:08.194967,2025-42,skipped,NA
2025-11-03 05:18:13.227545,2025-43,not_found,NA
2025-11-04 05:17:36.104329,2025-42,skipped,NA
2025-11-04 05:17:41.159515,2025-43,downloaded,912
2025-11-05 05:19:22.087167,2025-42,skipped,NA
2025-11-05 05:19:27.104337,2025-43,skipped,NA
2025-11-06 05:17:48.9308,2025-42,skipped,NA
2025-11-06 05:17:53.949734,2025-43,skipped,NA
2025-11-07 05:18:41.332357,2025-43,skipped,NA
2025-11-07 05:18:46.378166,2025-44,not_found,NA
2025-11-10 05:18:25.240352,2025-43,skipped,NA
2025-11-10 05:18:30.33636,2025-44,not_found,NA
2025-11-11 05:18:23.525589,2025-43,skipped,NA
2025-11-11 05:18:28.556829,2025-44,downloaded,912
2025-11-12 05:20:00.959231,2025-43,skipped,NA
2025-11-12 05:20:05.976542,2025-44,skipped,NA
2025-11-13 05:18:22.423071,2025-43,skipped,NA
2025-11-13 05:18:27.443615,2025-44,skipped,NA
2025-11-14 05:17:48.214918,2025-44,skipped,NA
2025-11-14 05:17:53.267864,2025-45,not_found,NA
2025-11-17 05:18:19.877577,2025-44,skipped,NA
2025-11-17 05:18:24.895852,2025-45,not_found,NA
2025-11-18 05:17:20.134583,2025-44,skipped,NA
2025-11-18 05:17:25.151368,2025-45,downloaded,912
2025-11-19 05:17:59.128763,2025-44,skipped,NA
2025-11-19 05:18:04.198173,2025-45,skipped,NA
2025-11-20 05:17:36.665625,2025-44,skipped,NA
2025-11-20 05:17:41.678899,2025-45,skipped,NA
2025-11-21 05:18:12.027855,2025-45,skipped,NA
2025-11-21 05:18:17.044204,2025-46,not_found,NA
2025-11-24 05:18:50.791919,2025-45,skipped,NA
2025-11-24 05:18:55.808588,2025-46,not_found,NA
2025-11-25 05:17:37.178004,2025-45,skipped,NA
2025-11-25 05:17:42.199227,2025-46,downloaded,911
2025-11-26 05:17:17.528624,2025-45,skipped,NA
2025-11-26 05:17:22.547571,2025-46,skipped,NA
2025-11-27 05:18:40.659867,2025-45,skipped,NA
2025-11-27 05:18:45.675958,2025-46,skipped,NA
2025-11-28 05:18:17.348904,2025-46,skipped,NA
2025-11-28 05:18:22.370876,2025-47,not_found,NA
2025-12-01 05:25:49.78135,2025-46,skipped,NA
2025-12-01 05:25:54.823265,2025-47,not_found,NA
2025-12-02 05:17:41.48722,2025-46,skipped,NA
2025-12-02 05:17:46.575837,2025-47,downloaded,912
2025-12-03 05:18:07.216245,2025-46,skipped,NA
2025-12-03 05:18:12.284223,2025-47,skipped,NA
2025-12-04 05:17:35.772493,2025-46,skipped,NA
2025-12-04 05:17:40.801058,2025-47,skipped,NA
2025-12-05 05:17:45.394515,2025-47,skipped,NA
2025-12-05 05:17:50.413662,2025-48,not_found,NA
2025-12-08 05:20:01.144846,2025-47,skipped,NA
2025-12-08 05:20:06.176617,2025-48,not_found,NA
2025-12-09 05:17:46.320358,2025-47,skipped,NA
2025-12-09 05:17:51.342774,2025-48,downloaded,912
2025-12-10 05:19:04.739685,2025-47,skipped,NA
2025-12-10 05:19:09.769098,2025-48,skipped,NA
2025-12-11 05:20:15.191792,2025-47,skipped,NA
2025-12-11 05:20:20.237062,2025-48,skipped,NA
2025-12-12 05:19:19.487696,2025-48,skipped,NA
2025-12-12 05:19:24.510899,2025-49,not_found,NA
2025-12-15 05:23:03.583715,2025-48,skipped,NA
2025-12-15 05:23:08.600721,2025-49,not_found,NA
2025-12-16 05:20:11.994922,2025-48,skipped,NA
2025-12-16 05:20:17.065829,2025-49,downloaded,912
2025-12-17 05:20:08.994045,2025-48,skipped,NA
2025-12-17 05:20:14.015817,2025-49,skipped,NA
2025-12-18 05:20:44.016465,2025-48,skipped,NA
2025-12-18 05:20:49.10943,2025-49,skipped,NA
2025-12-19 05:19:25.868525,2025-49,skipped,NA
2025-12-19 05:19:30.90091,2025-50,not_found,NA
2025-12-22 05:22:00.011907,2025-49,skipped,NA
2025-12-22 05:22:05.028645,2025-50,not_found,NA
2025-12-23 05:21:28.669225,2025-49,skipped,NA
2025-12-23 05:21:33.690396,2025-50,downloaded,910
2025-12-24 05:21:54.801285,2025-49,skipped,NA
2025-12-24 05:21:59.822002,2025-50,skipped,NA
2025-12-25 05:21:44.053759,2025-49,skipped,NA
2025-12-25 05:21:49.072219,2025-50,skipped,NA
2025-12-26 05:19:39.283167,2025-50,skipped,NA
2025-12-26 05:19:44.331762,2025-51,not_found,NA
2025-12-29 05:26:19.70772,2025-50,skipped,NA
2025-12-29 05:26:24.734796,2025-51,not_found,NA
2025-12-30 05:21:51.10825,2025-50,skipped,NA
2025-12-30 05:21:56.128143,2025-51,not_found,NA
2025-12-31 05:24:18.75692,2025-50,skipped,NA
2025-12-31 05:24:23.777494,2025-51,not_found,NA
2026-01-01 05:24:49.745175,2025-50,skipped,NA
2026-01-01 05:24:54.767198,2025-51,not_found,NA
2026-01-02 05:23:05.949073,2025-51,not_found,NA
2026-01-02 05:23:13.816227,2025-52,not_found,NA
2026-01-05 05:34:21.060367,2025-51,not_found,NA
2026-01-05 05:34:27.788523,2025-52,not_found,NA
2026-01-06 05:22:46.293706,2025-51,downloaded,911
2026-01-06 05:22:53.456707,2025-52,not_found,NA
2026-01-07 05:23:18.357534,2025-51,skipped,NA
2026-01-07 05:23:23.380795,2025-52,not_found,NA
2026-01-08 05:22:32.848165,2025-51,skipped,NA
2026-01-08 05:22:37.861347,2025-52,not_found,NA
2026-01-09 05:23:07.09354,2025-52,downloaded,912
2026-01-09 05:23:13.303211,2026-01,not_found,NA
2026-01-12 05:27:28.570583,2025-52,skipped,NA
2026-01-12 05:27:33.613432,2026-01,not_found,NA
2026-01-13 05:23:25.399941,2025-52,skipped,NA
2026-01-13 05:23:30.422153,2026-01,not_found,NA
2026-01-14 05:22:20.118376,2025-52,skipped,NA
2026-01-14 05:22:25.14355,2026-01,downloaded,912
2026-01-15 05:23:33.378223,2025-52,skipped,NA
2026-01-15 05:23:38.397295,2026-01,skipped,NA
2026-01-16 05:22:56.463981,2026-01,skipped,NA
2026-01-16 05:23:01.543668,2026-02,not_found,NA
2026-01-19 05:29:31.855588,2026-01,skipped,NA
2026-01-19 05:29:36.875496,2026-02,not_found,NA
